category,material_tier,size,labor_hours,complexity_score,quality_score,market_saturation,hourly_wage,material_cost,price
Painting,Economy,Medium,10.1,1.63,75.2,0.505,73.6,200.0,1295.0
Woodwork,Economy,Large,7.7,3.05,80.3,0.161,118.9,512.0,3049.0
Leatherwork,Premium,Medium,1.0,4.93,57.0,0.561,104.5,810.0,1544.0
Woodwork,Economy,Medium,4.4,1.69,56.5,0.492,148.3,320.0,1114.0
Textile,Premium,Medium,6.3,4.14,84.9,0.164,79.7,630.0,2345.0
Painting,Premium,Medium,12.0,2.06,82.6,0.229,95.3,450.0,2765.0
Textile,Standard,Large,2.0,4.57,83.1,0.734,127.9,644.0,1732.0
Woodwork,Standard,Large,3.2,8.17,76.0,0.395,72.7,736.0,2283.0
Leatherwork,Premium,Medium,7.7,4.83,65.9,0.802,127.7,810.0,2129.0
Painting,Standard,Large,7.0,3.59,75.5,0.283,131.9,460.0,2687.0
Painting,Standard,Small,9.4,5.6,49.6,0.641,109.6,201.2,1820.0
Jewelry,Economy,Medium,12.5,3.11,86.1,0.541,65.9,480.0,2034.0
Woodwork,Standard,Small,11.8,2.1,33.8,0.734,62.2,322.0,1225.0
Leatherwork,Economy,Medium,14.4,4.61,74.1,0.514,132.9,360.0,3686.0
Metalware,Premium,Large,21.1,3.44,71.0,0.789,93.0,1440.0,4468.0
Metalware,Premium,Medium,6.7,4.86,96.8,0.556,63.6,900.0,2589.0
Painting,Economy,Small,17.9,3.17,87.8,0.296,136.6,140.0,5607.0
Pottery,Standard,Large,8.0,4.41,64.1,0.586,139.0,220.8,2052.0
Painting,Standard,Small,3.0,4.45,84.1,0.623,81.3,201.2,753.0
BambooCane,Premium,Medium,8.8,4.65,57.4,0.588,100.1,270.0,1850.0
Leatherwork,Standard,Small,11.2,5.24,66.4,0.839,73.1,362.2,1782.0
BambooCane,Economy,Medium,6.1,2.42,93.9,0.367,84.9,120.0,1164.0
Metalware,Economy,Large,9.4,3.99,81.6,0.206,109.2,640.0,3869.0
BambooCane,Standard,Small,4.1,4.38,83.3,0.499,133.3,120.7,1202.0
Textile,Standard,Medium,11.0,8.06,62.1,0.368,95.1,402.5,2949.0
Leatherwork,Standard,Small,6.2,2.15,69.6,0.845,82.3,362.2,1319.0
BambooCane,Economy,Small,2.8,3.92,92.1,0.8,71.5,84.0,439.0
Leatherwork,Standard,Medium,12.7,2.38,58.1,0.803,104.1,517.5,2361.0
Pottery,Economy,Small,4.9,2.6,72.9,0.727,148.8,67.2,1127.0
Pottery,Premium,Medium,9.7,6.62,79.7,0.401,134.3,216.0,3452.0
Pottery,Standard,Small,10.8,4.18,68.0,0.894,121.6,96.6,1793.0
Textile,Premium,Small,13.7,4.38,72.4,0.158,60.0,441.0,2723.0
Metalware,Economy,Medium,6.5,1.11,78.5,0.833,128.1,400.0,1591.0
Woodwork,Standard,Medium,5.3,6.14,73.1,0.724,73.7,460.0,1553.0
Textile,Premium,Medium,12.9,1.37,72.5,0.349,144.5,630.0,4055.0
BambooCane,Standard,Small,5.1,4.93,100.0,0.134,137.7,120.7,1869.0
BambooCane,Standard,Small,2.9,3.68,64.2,0.741,125.8,120.7,708.0
Woodwork,Economy,Large,2.4,4.74,100.0,0.169,110.3,512.0,1909.0
Jewelry,Standard,Medium,4.2,1.62,72.3,0.436,120.5,690.0,1856.0
Leatherwork,Economy,Small,8.4,2.88,68.9,0.838,78.3,252.0,1327.0
Jewelry,Economy,Large,23.2,2.7,53.8,0.472,108.6,768.0,4063.0
Textile,Standard,Medium,6.1,2.64,75.0,0.391,125.6,402.5,2079.0
BambooCane,Premium,Large,6.8,5.51,88.5,0.337,80.9,432.0,2037.0
Textile,Standard,Medium,9.0,2.45,58.0,0.62,76.3,402.5,1328.0
Pottery,Economy,Medium,12.0,5.05,84.7,0.203,77.8,96.0,2360.0
Woodwork,Standard,Small,10.2,1.8,68.3,0.21,77.6,322.0,2000.0
Textile,Standard,Large,15.4,1.75,80.3,0.947,101.8,644.0,2764.0
Textile,Standard,Medium,5.7,1.74,88.2,0.95,113.8,402.5,1319.0
Pottery,Economy,Medium,7.2,1.82,61.8,0.661,101.9,96.0,1191.0
Pottery,Economy,Small,9.0,2.76,100.0,0.704,139.9,67.2,2101.0
Woodwork,Economy,Medium,6.6,2.52,63.1,0.27,113.5,320.0,1858.0
Textile,Economy,Small,8.0,2.9,86.0,0.355,103.8,196.0,1937.0
Metalware,Standard,Medium,7.3,3.38,98.3,0.417,117.5,575.0,2484.0
Metalware,Economy,Medium,6.1,2.55,76.0,0.668,137.5,400.0,1767.0
Leatherwork,Standard,Medium,2.5,5.28,90.6,0.764,80.9,517.5,1321.0
Metalware,Economy,Small,9.6,1.26,81.5,0.425,74.0,280.0,1464.0
Leatherwork,Premium,Medium,8.6,6.04,85.0,0.116,134.2,810.0,5972.0
Pottery,Economy,Medium,4.5,1.56,36.7,0.682,93.2,96.0,615.0
Leatherwork,Economy,Small,20.9,3.88,64.3,0.567,120.5,252.0,4454.0
Painting,Standard,Medium,7.7,3.21,67.7,0.818,101.4,287.5,1529.0
Painting,Economy,Medium,5.5,3.37,87.4,0.618,128.6,200.0,1520.0
Metalware,Standard,Small,7.1,2.64,69.3,0.843,79.7,402.5,1215.0
Textile,Premium,Medium,3.5,4.63,80.2,0.663,105.3,630.0,1740.0
Metalware,Economy,Small,14.9,5.32,68.9,0.859,117.5,280.0,3586.0
Jewelry,Economy,Small,9.6,1.48,75.6,0.254,109.9,336.0,2447.0
Painting,Standard,Large,7.7,4.36,51.3,0.571,105.1,460.0,1954.0
Metalware,Economy,Large,5.8,5.85,58.5,0.52,125.3,640.0,2239.0
Jewelry,Standard,Small,6.1,1.28,78.1,0.738,106.1,483.0,1363.0
Metalware,Economy,Large,12.3,7.95,65.0,0.542,91.6,640.0,3270.0
Painting,Economy,Medium,3.9,3.61,76.8,0.385,61.7,200.0,727.0
Metalware,Economy,Large,6.4,3.37,48.2,0.371,102.0,640.0,2089.0
Painting,Standard,Small,16.6,1.86,96.4,0.42,123.8,201.2,3383.0
Metalware,Economy,Medium,4.8,4.0,100.0,0.431,64.5,400.0,1560.0
Jewelry,Economy,Small,4.5,2.37,84.2,0.18,90.7,336.0,1260.0
Woodwork,Standard,Medium,5.0,3.0,66.0,0.355,63.8,460.0,1348.0
Jewelry,Economy,Medium,16.6,5.18,69.3,0.725,114.4,480.0,3516.0
Jewelry,Standard,Small,10.2,4.24,72.7,0.444,83.7,483.0,2257.0
Jewelry,Economy,Small,2.8,5.85,66.4,0.715,103.6,336.0,965.0
Painting,Standard,Small,9.9,0.62,60.6,0.811,71.6,201.2,854.0
Leatherwork,Premium,Small,3.0,3.69,83.7,0.683,112.3,567.0,1475.0
Metalware,Standard,Large,5.5,6.11,86.7,0.851,89.4,920.0,2281.0
Leatherwork,Premium,Small,8.7,5.89,45.0,0.631,84.6,567.0,1715.0
Painting,Premium,Small,3.8,3.91,63.3,0.46,77.6,315.0,1022.0
BambooCane,Premium,Medium,6.2,1.56,83.5,0.791,127.4,270.0,1418.0
Textile,Economy,Small,14.7,0.95,79.4,0.936,106.6,196.0,1703.0
Pottery,Economy,Large,11.5,1.43,79.5,0.242,120.8,153.6,2396.0
Metalware,Economy,Small,7.4,1.44,77.2,0.869,100.2,280.0,1335.0
Metalware,Economy,Small,21.1,2.69,58.4,0.376,84.2,280.0,2968.0
Metalware,Premium,Medium,22.8,4.7,54.0,0.866,86.4,900.0,4217.0
BambooCane,Standard,Small,9.1,4.52,64.6,0.369,66.4,120.7,1173.0
Painting,Standard,Large,10.1,3.1,55.8,0.487,98.0,460.0,2234.0
Jewelry,Premium,Medium,5.7,2.85,49.0,0.747,132.4,1080.0,2054.0
Textile,Standard,Small,3.0,4.36,43.5,0.867,85.7,281.7,677.0
Leatherwork,Economy,Small,6.9,1.33,100.0,0.85,114.4,252.0,1443.0
Leatherwork,Standard,Small,2.1,6.9,80.0,0.843,104.7,362.2,1093.0
BambooCane,Economy,Small,6.4,2.36,94.4,0.701,84.8,84.0,909.0
Metalware,Economy,Medium,5.1,1.28,44.4,0.486,119.1,400.0,1193.0
Pottery,Economy,Medium,1.5,1.79,74.0,0.265,114.6,96.0,448.0
Woodwork,Standard,Small,6.1,2.73,67.8,0.622,129.7,322.0,1613.0
Textile,Standard,Small,12.1,6.72,88.5,0.813,69.5,281.7,2138.0
Woodwork,Economy,Medium,4.2,4.75,64.4,0.424,144.9,320.0,1554.0
BambooCane,Standard,Large,2.8,2.17,72.0,0.778,130.3,276.0,889.0
BambooCane,Standard,Large,6.9,2.91,87.8,0.602,102.6,276.0,1346.0
Woodwork,Economy,Small,5.4,8.85,63.0,0.55,111.3,224.0,1642.0
Woodwork,Standard,Large,4.5,1.91,90.1,0.497,60.8,736.0,1667.0
Woodwork,Economy,Small,5.0,1.33,92.8,0.575,123.3,224.0,1299.0
Woodwork,Standard,Large,11.3,5.56,72.4,0.616,118.3,736.0,3076.0
Textile,Economy,Medium,13.3,7.73,93.4,0.432,103.7,280.0,3795.0
Textile,Premium,Large,6.6,2.2,77.2,0.667,131.8,1008.0,2599.0
Textile,Economy,Medium,12.5,1.42,72.3,0.424,137.6,280.0,3166.0
Textile,Economy,Small,4.4,3.3,82.9,0.623,116.3,196.0,832.0
Pottery,Standard,Medium,5.3,4.39,60.2,0.691,109.5,138.0,1118.0
Textile,Premium,Small,13.4,3.05,78.5,0.515,127.7,441.0,3501.0
Metalware,Standard,Large,13.0,4.82,99.4,0.293,97.7,920.0,4726.0
Metalware,Economy,Small,10.2,2.45,67.9,0.288,60.2,280.0,1391.0
Leatherwork,Premium,Medium,10.7,5.09,86.6,0.29,133.2,810.0,4591.0
Metalware,Standard,Medium,7.3,7.16,75.6,0.336,93.6,575.0,2796.0
BambooCane,Economy,Large,8.2,2.28,53.8,0.593,78.4,192.0,1111.0
Metalware,Premium,Large,11.3,3.41,62.8,0.357,90.1,1440.0,4044.0
Woodwork,Economy,Large,3.9,3.67,78.0,0.314,113.3,512.0,1716.0
Pottery,Standard,Large,10.8,5.51,64.1,0.774,72.5,220.8,1537.0
Pottery,Premium,Large,8.9,3.33,100.0,0.071,149.1,345.6,4180.0
Jewelry,Economy,Large,9.2,3.26,55.6,0.664,75.8,768.0,2323.0
Pottery,Economy,Large,5.0,3.68,58.6,0.311,60.9,153.6,855.0
Leatherwork,Economy,Small,8.0,3.28,51.5,0.779,116.1,252.0,1696.0
Pottery,Economy,Small,4.5,1.43,88.7,0.373,66.4,67.2,590.0
Painting,Premium,Medium,3.3,5.15,76.2,0.64,75.4,450.0,1314.0
Jewelry,Standard,Medium,8.2,5.36,49.2,0.581,149.2,690.0,2504.0
Textile,Standard,Medium,11.1,8.87,80.9,0.155,88.3,402.5,3443.0
Pottery,Standard,Large,6.8,5.88,75.2,0.313,141.6,220.8,2477.0
Jewelry,Premium,Small,2.2,6.05,100.0,0.39,86.0,756.0,2057.0
Metalware,Standard,Large,3.8,6.44,65.8,0.477,78.2,920.0,2353.0
Textile,Premium,Medium,3.1,1.85,59.1,0.333,95.7,630.0,1228.0
Metalware,Standard,Medium,11.0,4.95,67.1,0.506,147.0,575.0,3625.0
BambooCane,Premium,Large,3.8,7.47,62.3,0.486,93.3,432.0,1561.0
Painting,Premium,Small,14.6,4.11,66.9,0.6,132.0,315.0,3369.0
Painting,Premium,Medium,4.5,4.54,77.3,0.828,62.6,450.0,1088.0
Painting,Standard,Large,19.3,4.11,74.8,0.459,140.5,460.0,5549.0
Leatherwork,Standard,Small,2.1,5.13,65.5,0.351,60.1,362.2,722.0
Textile,Standard,Small,9.6,0.54,45.1,0.922,82.6,281.7,903.0
Metalware,Economy,Medium,6.4,6.28,58.2,0.21,63.2,400.0,1877.0
Pottery,Standard,Medium,5.4,6.07,44.6,0.306,90.2,138.0,1203.0
Jewelry,Premium,Small,12.7,1.79,93.5,0.05,106.4,756.0,3827.0
Textile,Economy,Small,6.8,5.92,77.7,0.398,61.6,196.0,1190.0
Woodwork,Economy,Small,9.1,0.91,75.3,0.631,130.5,224.0,1827.0
Painting,Standard,Medium,5.0,2.76,77.3,0.343,71.0,287.5,1001.0
Jewelry,Premium,Small,6.0,1.69,82.0,0.203,87.3,756.0,2255.0
Woodwork,Standard,Medium,11.7,4.04,61.4,0.273,109.8,460.0,3163.0
Leatherwork,Standard,Medium,9.2,6.21,100.0,0.726,149.4,517.5,3490.0
Metalware,Standard,Small,12.6,8.22,100.0,0.369,94.1,402.5,3904.0
Jewelry,Economy,Small,11.2,3.25,84.8,0.543,101.8,336.0,2385.0
BambooCane,Economy,Large,9.7,2.34,61.1,0.942,148.1,192.0,2001.0
Painting,Standard,Large,6.3,2.53,77.7,0.67,122.0,460.0,1491.0
Leatherwork,Standard,Medium,7.8,2.03,57.5,0.707,124.5,517.5,1761.0
Leatherwork,Standard,Small,6.2,4.52,73.4,0.67,85.3,362.2,1519.0
Textile,Premium,Medium,6.0,2.85,66.6,0.469,79.7,630.0,1700.0
Metalware,Economy,Medium,18.5,2.39,85.4,0.369,111.9,400.0,3782.0
Pottery,Economy,Large,6.5,2.18,60.8,0.744,99.8,153.6,1041.0
Metalware,Economy,Small,7.9,3.84,59.7,0.485,63.0,280.0,1072.0
Jewelry,Premium,Large,1.7,1.62,75.0,0.309,119.1,1728.0,3031.0
Pottery,Economy,Small,8.8,0.91,43.2,0.921,124.3,67.2,1171.0
Pottery,Premium,Medium,5.8,3.03,75.8,0.852,104.2,216.0,1015.0
Pottery,Economy,Medium,10.6,2.66,65.2,0.485,124.3,96.0,1983.0
Leatherwork,Premium,Small,15.6,2.15,76.5,0.201,103.0,567.0,3798.0
Woodwork,Economy,Large,16.2,1.43,100.0,0.261,86.8,512.0,3214.0
Woodwork,Standard,Medium,6.2,5.04,57.4,0.75,147.2,460.0,1968.0
Pottery,Premium,Medium,4.8,3.49,42.4,0.341,70.0,216.0,792.0
Metalware,Economy,Small,7.4,5.89,80.9,0.212,146.7,280.0,3051.0
Textile,Standard,Small,13.2,7.53,66.2,0.447,123.9,281.7,4163.0
Leatherwork,Standard,Small,8.5,1.83,71.3,0.407,128.2,362.2,2353.0
Pottery,Economy,Medium,18.6,2.13,53.0,0.551,85.7,96.0,2182.0
Metalware,Standard,Small,9.4,4.46,75.7,0.449,135.8,402.5,2562.0
BambooCane,Economy,Medium,10.1,6.0,69.7,0.407,121.9,120.0,2844.0
Pottery,Standard,Medium,7.3,4.27,67.2,0.943,73.1,138.0,767.0
Jewelry,Standard,Small,8.0,5.16,47.6,0.244,113.1,483.0,2422.0
Leatherwork,Standard,Medium,10.4,7.79,92.9,0.604,81.0,517.5,2578.0
Metalware,Premium,Medium,16.9,7.84,87.0,0.676,106.5,900.0,5550.0
Metalware,Standard,Small,14.9,3.06,87.0,0.87,148.6,402.5,3657.0
Jewelry,Standard,Large,6.7,8.61,82.2,0.208,130.0,1104.0,6283.0
Woodwork,Economy,Large,18.0,1.27,53.4,0.686,120.2,512.0,3007.0
BambooCane,Economy,Large,12.8,0.5,90.2,0.693,108.4,192.0,2162.0
BambooCane,Economy,Medium,5.9,7.58,61.3,0.676,91.1,120.0,1081.0
Metalware,Economy,Medium,2.8,5.36,83.3,0.317,138.2,400.0,1636.0
Pottery,Economy,Medium,6.6,2.83,100.0,0.61,60.2,96.0,827.0
Metalware,Economy,Medium,6.0,7.04,74.0,0.458,105.0,400.0,2339.0
Metalware,Premium,Small,16.9,5.38,84.1,0.392,120.3,630.0,4642.0
BambooCane,Standard,Medium,5.5,3.19,50.4,0.439,75.0,172.5,762.0
Painting,Economy,Large,6.0,5.13,91.6,0.302,98.2,320.0,1543.0
Textile,Economy,Small,9.5,8.25,67.7,0.122,131.8,196.0,3652.0
Woodwork,Standard,Medium,10.7,1.83,76.6,0.559,102.4,460.0,2350.0
Leatherwork,Standard,Small,5.1,3.65,91.8,0.878,104.3,362.2,1195.0
Pottery,Economy,Medium,6.2,2.82,84.3,0.546,94.0,96.0,1057.0
BambooCane,Economy,Large,4.2,1.13,58.5,0.702,147.4,192.0,847.0
BambooCane,Economy,Medium,8.7,1.9,68.3,0.432,68.9,120.0,944.0
Metalware,Economy,Small,3.8,5.23,88.6,0.165,81.5,280.0,1432.0
BambooCane,Economy,Medium,7.2,4.58,69.6,0.099,62.2,120.0,1170.0
Woodwork,Premium,Large,9.2,4.29,89.4,0.613,117.0,1152.0,4102.0
BambooCane,Economy,Medium,3.5,4.62,71.9,0.215,120.5,120.0,1075.0
Pottery,Standard,Medium,7.1,4.82,61.1,0.834,85.5,138.0,1078.0
Jewelry,Premium,Small,12.6,6.31,56.1,0.7,131.0,756.0,3648.0
Textile,Standard,Small,4.4,2.17,71.1,0.382,92.8,281.7,1177.0
Pottery,Premium,Medium,4.2,6.36,80.2,0.407,91.8,216.0,1280.0
Pottery,Economy,Medium,14.1,3.44,73.9,0.189,64.7,96.0,2024.0
BambooCane,Standard,Medium,10.1,1.66,76.0,0.308,105.7,172.5,1857.0
Painting,Premium,Medium,7.7,3.02,61.1,0.95,140.3,450.0,1736.0
Woodwork,Economy,Large,16.9,6.19,71.4,0.43,134.6,512.0,6040.0
Metalware,Premium,Large,10.1,3.3,73.1,0.779,65.0,1440.0,3108.0
Woodwork,Standard,Small,10.1,1.59,74.9,0.37,130.3,322.0,2454.0
Jewelry,Economy,Small,11.6,4.57,63.6,0.339,147.7,336.0,3664.0
Textile,Standard,Medium,6.6,2.05,61.8,0.294,64.3,402.5,1265.0
Metalware,Premium,Small,14.2,7.24,67.4,0.246,104.8,630.0,5125.0
Textile,Premium,Medium,3.2,3.06,94.4,0.95,129.8,630.0,1588.0
BambooCane,Economy,Small,7.4,5.67,94.6,0.321,141.2,84.0,2900.0
Woodwork,Economy,Medium,5.6,2.76,100.0,0.112,111.8,320.0,2114.0
Jewelry,Economy,Medium,6.4,2.82,70.6,0.226,65.2,480.0,1390.0
Painting,Standard,Medium,6.7,4.71,79.4,0.252,111.6,287.5,1846.0
Pottery,Standard,Small,6.3,8.09,74.8,0.56,61.9,96.6,901.0
Pottery,Standard,Small,10.6,2.38,84.7,0.081,128.4,96.6,2983.0
Jewelry,Standard,Small,9.0,1.9,88.1,0.607,91.9,483.0,2227.0
Woodwork,Economy,Small,11.5,4.28,79.1,0.449,98.4,224.0,2649.0
Pottery,Standard,Small,4.3,3.52,69.4,0.532,130.1,96.6,1120.0
Textile,Economy,Small,11.1,6.24,63.2,0.555,73.1,196.0,1815.0
Woodwork,Standard,Small,2.0,2.7,78.1,0.353,146.6,322.0,1006.0
Pottery,Economy,Medium,7.6,3.98,71.8,0.735,64.6,96.0,922.0
Jewelry,Standard,Large,2.8,5.13,58.1,0.736,117.2,1104.0,2194.0
BambooCane,Premium,Medium,11.3,8.0,80.8,0.437,102.3,270.0,3490.0
Pottery,Standard,Small,3.5,4.81,88.4,0.249,137.2,96.6,1263.0
Metalware,Economy,Small,2.2,2.33,76.5,0.774,89.3,280.0,614.0
Painting,Standard,Small,2.4,7.6,63.6,0.556,136.8,201.2,972.0
Pottery,Standard,Medium,18.2,4.9,85.1,0.255,83.1,138.0,3013.0
Jewelry,Premium,Large,12.7,1.7,51.8,0.372,107.6,1728.0,4041.0
Leatherwork,Premium,Small,9.0,5.29,82.8,0.661,76.0,567.0,2240.0
Metalware,Standard,Small,12.4,3.41,68.1,0.273,115.6,402.5,3648.0
Woodwork,Premium,Small,11.0,2.09,81.1,0.737,114.9,504.0,2412.0
Textile,Economy,Small,7.0,0.5,100.0,0.434,134.4,196.0,1881.0
Leatherwork,Premium,Medium,13.7,3.75,75.2,0.663,76.7,810.0,2730.0
Metalware,Standard,Medium,10.1,5.87,88.6,0.308,137.8,575.0,4669.0
BambooCane,Premium,Large,6.4,6.5,74.1,0.656,64.5,432.0,1536.0
BambooCane,Economy,Small,10.4,1.03,74.9,0.05,146.4,84.0,2876.0
Leatherwork,Economy,Medium,14.1,4.66,60.3,0.69,63.0,360.0,1857.0
Textile,Standard,Large,11.9,5.08,70.1,0.372,102.8,644.0,3227.0
Textile,Premium,Small,12.0,4.22,58.7,0.58,111.4,441.0,2744.0
Painting,Standard,Medium,6.9,7.58,94.5,0.789,142.1,287.5,2584.0
Pottery,Economy,Medium,13.0,3.45,58.4,0.519,102.3,96.0,2188.0
Pottery,Standard,Small,17.0,5.32,72.1,0.944,135.2,96.6,4029.0
Woodwork,Premium,Medium,4.1,4.16,70.5,0.233,82.2,720.0,1979.0
Metalware,Premium,Medium,15.0,6.81,57.1,0.66,77.4,900.0,3373.0
BambooCane,Standard,Medium,5.2,2.3,72.5,0.814,115.3,172.5,991.0
BambooCane,Standard,Small,3.9,2.1,70.2,0.436,113.2,120.7,927.0
Woodwork,Premium,Medium,16.2,1.93,62.1,0.275,68.5,720.0,2952.0
Woodwork,Economy,Medium,20.1,5.14,72.2,0.233,125.8,320.0,6135.0
Pottery,Premium,Medium,9.7,4.79,71.5,0.252,139.8,216.0,2906.0
Jewelry,Standard,Small,16.2,6.34,77.9,0.644,80.6,483.0,3216.0
Woodwork,Standard,Medium,9.1,4.93,69.7,0.76,139.6,460.0,2466.0
Pottery,Economy,Small,9.8,1.63,39.9,0.785,87.4,67.2,845.0
Leatherwork,Premium,Large,8.0,6.24,78.2,0.697,66.8,1296.0,3088.0
Pottery,Standard,Large,17.5,3.61,82.8,0.427,75.2,220.8,2740.0
Jewelry,Economy,Small,8.1,2.31,67.9,0.567,107.7,336.0,1800.0
Metalware,Economy,Medium,10.0,8.64,96.6,0.242,87.8,400.0,3744.0
BambooCane,Economy,Medium,17.0,1.74,87.6,0.399,120.9,120.0,3755.0
BambooCane,Standard,Large,5.8,4.19,91.2,0.179,136.8,276.0,2525.0
Metalware,Premium,Small,24.4,2.79,54.8,0.19,101.0,630.0,4366.0
Painting,Premium,Large,18.3,3.01,69.2,0.281,114.2,720.0,5097.0
Textile,Premium,Large,8.0,6.42,87.0,0.426,79.5,1008.0,3777.0
BambooCane,Standard,Small,9.3,1.51,74.8,0.458,79.2,120.7,1291.0
Jewelry,Standard,Medium,7.5,5.64,73.9,0.804,60.4,690.0,1830.0
Woodwork,Economy,Large,7.2,1.99,100.0,0.706,88.3,512.0,1509.0
Metalware,Standard,Medium,16.8,1.1,80.6,0.464,143.7,575.0,4323.0
Painting,Economy,Medium,5.3,3.2,77.5,0.442,96.5,200.0,1180.0
Pottery,Standard,Small,6.6,4.23,73.8,0.783,115.3,96.6,1284.0
Painting,Premium,Small,3.7,2.54,55.2,0.663,74.4,315.0,802.0
Metalware,Premium,Medium,11.4,6.65,88.9,0.356,96.1,900.0,4520.0
BambooCane,Premium,Medium,11.7,4.57,75.4,0.481,130.4,270.0,3296.0
Textile,Economy,Large,4.0,7.31,53.3,0.682,148.8,448.0,1759.0
Metalware,Economy,Medium,14.8,1.57,66.2,0.316,85.9,400.0,2701.0
Metalware,Standard,Large,7.7,4.06,52.0,0.23,98.0,920.0,3205.0
BambooCane,Economy,Small,9.8,2.5,59.2,0.413,125.2,84.0,2104.0
Pottery,Economy,Medium,20.0,4.17,61.4,0.54,119.7,96.0,4397.0
Pottery,Standard,Small,8.8,2.17,89.4,0.391,66.3,96.6,1077.0
Jewelry,Premium,Medium,5.0,4.29,94.8,0.359,62.4,1080.0,2872.0
BambooCane,Standard,Small,2.6,4.84,78.7,0.509,148.7,120.7,880.0
Textile,Premium,Small,21.2,2.81,71.9,0.682,132.9,441.0,4775.0
Jewelry,Economy,Large,10.9,6.7,91.0,0.776,119.6,768.0,4559.0
Pottery,Standard,Large,11.9,4.41,55.1,0.855,105.6,220.8,2264.0
Woodwork,Economy,Medium,8.7,4.76,74.3,0.656,128.7,320.0,2247.0
Painting,Economy,Small,6.0,5.81,60.4,0.645,130.2,140.0,1615.0
Painting,Premium,Large,5.4,9.06,60.6,0.33,130.9,720.0,3470.0
Metalware,Economy,Medium,12.1,5.8,71.1,0.715,95.8,400.0,2444.0
BambooCane,Standard,Small,12.5,3.96,100.0,0.162,101.5,120.7,3081.0
Jewelry,Standard,Small,6.6,2.21,61.9,0.451,143.5,483.0,1910.0
Painting,Economy,Medium,22.9,4.59,57.5,0.367,73.5,200.0,3108.0
Pottery,Economy,Small,3.6,4.07,82.7,0.331,134.7,67.2,1117.0
BambooCane,Standard,Small,10.0,1.5,79.2,0.317,87.6,120.7,1333.0
Painting,Economy,Large,8.9,4.04,77.0,0.49,91.9,320.0,2123.0
Leatherwork,Economy,Medium,7.2,0.96,87.8,0.062,66.1,360.0,1627.0
Pottery,Premium,Large,19.0,4.85,98.1,0.289,129.3,345.6,6639.0
Metalware,Economy,Small,13.1,6.69,88.7,0.447,103.8,280.0,3525.0
Woodwork,Standard,Small,14.2,3.23,50.8,0.583,99.9,322.0,2386.0
Woodwork,Economy,Small,5.3,4.92,45.2,0.158,113.2,224.0,1318.0
Pottery,Premium,Small,6.7,2.47,67.1,0.098,106.3,151.2,1558.0
Leatherwork,Standard,Medium,8.3,6.19,89.7,0.8,80.0,517.5,2086.0
Jewelry,Economy,Small,2.1,2.51,61.2,0.502,76.1,336.0,764.0
Woodwork,Premium,Large,3.4,1.84,75.4,0.451,90.5,1152.0,2453.0
BambooCane,Economy,Small,24.6,6.86,76.6,0.435,139.9,84.0,8127.0
Woodwork,Standard,Small,3.6,6.79,56.8,0.615,90.7,322.0,1247.0
Textile,Economy,Small,10.8,2.25,48.6,0.404,63.7,196.0,1315.0
Woodwork,Economy,Small,12.2,4.35,78.8,0.547,145.6,224.0,3877.0
Pottery,Premium,Small,12.1,1.15,82.7,0.615,86.2,151.2,1644.0
Textile,Standard,Large,12.3,4.78,70.4,0.429,76.3,644.0,2744.0
Leatherwork,Economy,Medium,16.2,2.7,59.9,0.246,73.1,360.0,2557.0
Painting,Economy,Large,17.8,4.71,58.1,0.136,73.7,320.0,3051.0
Pottery,Premium,Medium,11.5,4.56,74.7,0.269,144.9,216.0,3891.0
Woodwork,Economy,Small,8.7,5.18,83.8,0.209,112.7,224.0,2449.0
Leatherwork,Standard,Small,30.7,7.95,61.9,0.168,79.3,362.2,6841.0
BambooCane,Economy,Medium,8.6,3.29,68.3,0.201,102.7,120.0,1558.0
Painting,Premium,Small,19.7,3.29,79.7,0.841,81.4,315.0,2694.0
Textile,Economy,Medium,6.7,4.11,69.9,0.131,87.3,280.0,1635.0
Jewelry,Economy,Medium,9.6,2.25,64.3,0.516,98.6,480.0,1911.0
BambooCane,Standard,Small,14.2,7.85,81.8,0.658,72.3,120.7,2736.0
Woodwork,Economy,Small,14.5,7.89,84.0,0.727,86.9,224.0,2962.0
Pottery,Economy,Small,9.8,7.11,53.9,0.823,109.0,67.2,1956.0
Painting,Standard,Large,3.6,5.83,88.3,0.576,68.1,460.0,1484.0
Textile,Economy,Medium,8.2,1.84,87.2,0.351,77.7,280.0,1496.0
Metalware,Economy,Small,13.0,2.35,84.3,0.783,75.1,280.0,1894.0
Leatherwork,Premium,Small,8.4,4.77,55.8,0.6,99.4,567.0,2342.0
Leatherwork,Premium,Small,7.7,6.37,56.1,0.365,61.1,567.0,1795.0
Textile,Standard,Medium,10.0,1.73,91.1,0.691,66.1,402.5,1552.0
Painting,Standard,Small,10.3,2.22,52.2,0.807,96.6,201.2,1297.0
Leatherwork,Standard,Large,5.2,5.99,63.0,0.124,62.8,828.0,2768.0
Painting,Premium,Medium,4.6,2.56,77.8,0.524,138.1,450.0,1660.0
Leatherwork,Standard,Medium,1.6,5.04,89.4,0.262,119.7,517.5,1450.0
Metalware,Premium,Small,5.5,6.19,62.2,0.403,64.7,630.0,2052.0
Woodwork,Standard,Large,10.9,6.2,86.6,0.617,135.6,736.0,4731.0
Metalware,Economy,Medium,9.5,3.29,62.0,0.95,91.0,400.0,1459.0
